state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,district,election_year,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,last_name,first_name,prefix,first_last_name,district_from_length,candidate_name,spent,won,lost,incumbent,challenger,open_seat,election_year_from_length,party_from_length,year,Last_name,firstlast_name
NJ05,2016,CINO MICHAEL J.,Republican Party,Challenger,13797,0,0,11881,13543,56,17569,NJ05,2016,745147,49.1,50.9,5,6.1,6.9,6.8,6.1,9.9,12.4,16.8,7.7,6.4,9,4.6,2.3,43,77.8,74,19.5,15.8,48.5,51.5,44.4,55.6,69.2,4.9,0.1,10.9,0,0.4,13.6,283618,Cino,Michael,J.,Michael Cino,,,,,,,,,,,,,
NC09,2016,CANO FERNANDO CHRISTIAN JR,Democratic Party,Challenger,28878.98,1499.87,0,25587.76,25716.67,3162.31,25746.32,NC09,2016,805960,48.2,51.8,6.4,7.2,7.7,6.6,4.7,12.9,15.6,15.1,6.6,5.2,7.3,3.3,1.3,38.3,74.3,71.2,14.9,12,47.1,52.9,43.1,56.9,71.6,12.3,0.3,4.5,0,0.2,8.5,326055,Cano,Fernando,Christian Jr,Fernando Cano,,,,,,,,,,,,,
TX18,2016,GONZALES REGINO JAMES,Republican Party,Challenger,19875,9450,0,1400,14947,5720,0,TX18,2016,750812,50.3,49.7,7.6,7.9,7.4,7.6,7.5,17.5,14.3,11.9,5.3,4.3,5.3,2.5,1,31.8,72.7,68,11.1,8.8,49.6,50.4,41.4,58.6,15.5,38.7,0.2,3.3,0,0.3,41.2,292735,Gonzales,Regino,James,Regino Gonzales,,,,,,,,,,,,,
TX32,2016,RAMSLAND RUSSELL JAMES JR.,Republican Party,Challenger,330923.47,310028.91,8000,12681.6,330923.47,0,0,TX32,2016,747437,49.4,50.6,6.3,6.7,6.4,6.3,7.5,15,14.4,13.9,6.6,5,6.9,3.4,1.5,36.4,76.5,72.9,14.7,11.8,49.3,50.7,43.2,56.8,51.7,12,0.2,7.6,0,0.1,25.8,312995,Ramsland,Russell,James Jr.,Russell Ramsland,,,,,,,,,,,,,
WA05,2016,WILSON DAVID J,Other,Challenger,179628,14628,0,165000,173150.03,8529.41,62500,WA05,2016,690518,49.7,50.3,5.9,6.3,6.1,7.4,8.4,13.3,11.3,12.6,7.2,6.3,9.1,4.2,2.1,37.4,78.2,72.4,19,15.4,49.4,50.6,45.8,54.2,84.4,1.5,1.6,2.3,0.3,0.1,6.2,299216,Wilson,David,J,David Wilson,,,,,,,,,,,,,
WI07,2016,LEWIS JOEL ANDREW,Democratic Party,Challenger,6141.36,6126.23,0,15,5858.65,282.71,0,WI07,2016,711006,50.3,49.7,5.4,6.1,6.3,6,5.2,10.9,11.4,14.8,8.1,7.2,10.3,5.7,2.5,43.9,78.2,75.3,22.8,18.5,50.2,49.8,46.8,53.2,92.1,0.6,1.9,1.6,0,0,2.1,416006,Lewis,Joel,Andrew,Joel Lewis,,,,,,,,,,,,,
CO01,2016,NORRIS CHARLES H,Democratic Party,Challenger,13705.03,9456.47,0,4248.56,17838.37,-662.99,7500,CO01,2016,788694,50,50,6.7,5.9,5.6,4.7,6.7,20.9,15.2,12.2,5.9,5.2,6.6,3,1.5,34.8,79.1,76,14.2,11.1,49.6,50.4,43.9,56.1,57.2,8.1,0.5,3.6,0,0.2,28.2,351177,Norris,Charles,H,Charles Norris,,,,,,,,,,,,,
MD08,2016,MATTHEWS KATHLEEN,Democratic Party,Open,2899910.33,2043604.97,211200,640000,2866680.13,33230.2,250000,MD08,2016,746663,48.1,51.9,5.8,6.2,6.9,6.1,5.6,12.4,13.5,14.5,7.3,6.3,8.5,4.3,2.7,40.4,77.4,73.9,19,15.5,47.4,52.6,42.6,57.4,61.4,11.5,0.2,9.3,0.1,0.3,15,290427,Matthews,Kathleen,,Kathleen Matthews,,,,,,,,,,,,,
WV02,2016,MOONEY ALEXANDER XAVIER,Republican Party,Incumbent,914385.24,542618.43,368163.63,0,440183.53,478087.86,0,WV02,2016,628276,49.4,50.6,5.6,6.4,6.1,6.1,5.8,11.5,12.7,14.2,7.6,6.8,10.1,5.2,1.9,42.1,78.1,74.4,21.3,17.3,49,51,45.5,54.5,90.9,4.4,0.1,0.6,0,0.1,1.7,295466,Mooney,Alexander,Xavier,Alexander Mooney,,,,,,,,,,,,,
MD08,2016,SHUDOFSKY ARYEH,Republican Party,Open,40977.35,38977.35,0,2000,40892.13,85.22,0,MD08,2016,746663,48.1,51.9,5.8,6.2,6.9,6.1,5.6,12.4,13.5,14.5,7.3,6.3,8.5,4.3,2.7,40.4,77.4,73.9,19,15.5,47.4,52.6,42.6,57.4,61.4,11.5,0.2,9.3,0.1,0.3,15,290427,Shudofsky,Aryeh,,Aryeh Shudofsky,,,,,,,,,,,,,
KY06,2016,COBLENZ MICHAEL,Democratic Party,Challenger,500,0,0,500,500,0,0,KY06,2016,749561,49.1,50.9,6.2,6,6.4,7,8.8,13.1,13.2,13.5,6.6,6,7.9,3.6,1.7,36.9,77.7,72.6,16.4,13.1,48.3,51.7,43.7,56.3,82.5,8.8,0.2,1.8,0,0.1,4.6,329628,Coblenz,Michael,,Michael Coblenz,,,,,,,,,,,,,
TX14,2016,BROWN DONALD GLENN JR,Democratic Party,Challenger,74450,74450,0,0,3184.82,73263.77,59793.43,TX14,2016,724881,50.4,49.6,6.5,6.9,6.9,6.7,6.9,13.6,12.8,13.9,7,5.9,7.7,3.9,1.5,36.9,75.8,71.5,16.4,13.1,50.2,49.8,45.2,54.8,51.6,19.7,0.2,3.1,0,0.1,23.8,309903,Brown,Donald,Glenn Jr,Donald Brown,,,,,,,,,,,,,
WA07,2016,WALKINSHAW BRADY PINERO,Democratic Party,Open,847758.11,828023.49,10600,6150,381291.9,466466.21,27350.92,WA07,2016,732733,50.7,49.3,5.4,4.4,4,4.4,7.9,20.3,15.4,13.1,5.9,6.3,7.5,3.3,2,37.2,84.2,80.5,16.3,12.8,50.3,49.7,43.1,56.9,71.7,4.1,0.5,10.3,0.6,0.2,7.6,349848,Walkinshaw,Brady,Pinero,Brady Walkinshaw,,,,,,,,,,,,,
MD08,2016,MATORY LIZ MS.,Republican Party,Open,41261.97,23924,4275,12958,38772.7,2589.27,624.81,MD08,2016,746663,48.1,51.9,5.8,6.2,6.9,6.1,5.6,12.4,13.5,14.5,7.3,6.3,8.5,4.3,2.7,40.4,77.4,73.9,19,15.5,47.4,52.6,42.6,57.4,61.4,11.5,0.2,9.3,0.1,0.3,15,290427,Matory,Liz,Ms.,Liz Matory,,,,,,,,,,,,,
OR01,2016,MORGAN DELINDA,Republican Party,Challenger,465,0,0,0,741,-276,0,OR01,2016,805943,49.2,50.8,6.2,6.4,6.9,6.1,5.9,14.5,14.7,13.5,6.6,6,7.9,3.3,1.9,37.5,76.6,73.1,16.5,13.1,48.9,51.1,43.7,56.3,72.3,1.6,0.5,7.3,0.3,0.1,14.3,328332,Morgan,Delinda,,Delinda Morgan,,,,,,,,,,,,,
FL04,2016,TANZLER HANS MR. III,Republican Party,Open,558055,352206,4500,201349,171571.81,386483.19,200500,FL04,2016,714880,49.2,50.8,6,5.8,6.4,5.9,7,15.4,12.6,14.2,6.8,5.8,8.6,4,1.8,38.1,78.2,74.6,17.4,14.3,48.7,51.3,44.5,55.5,71.2,13.3,0.2,4.6,0,0.3,8.2,313316,Tanzler,Hans,Mr. Iii,Hans Tanzler,,,,,,,,,,,,,
TX17,2016,SIMS KALEB,Republican Party,Challenger,27622,27422,0,0,27488.73,133.27,0,TX17,2016,740151,49.6,50.4,6.5,6.7,6.2,8.4,11.6,14.6,12.6,11.7,5.5,4.8,6.5,3.5,1.2,32.3,76.7,69.4,13.9,11.3,48.8,51.2,44.3,55.7,55.8,13,0.2,4.5,0,0.1,24.6,310017,Sims,Kaleb,,Kaleb Sims,,,,,,,,,,,,,
KS04,2016,WALZ-ALLEN MIRANDA,Other,Challenger,38981.93,16881.93,0,22100,11997.6,26984.33,22100,KS04,2016,720979,49.6,50.4,7.1,7.2,7.4,6.7,6.6,13.5,12.1,12.6,6.7,6.1,7.7,4.6,1.9,36.4,74.2,70.2,17.6,14.2,49.3,50.7,44.1,55.9,74.3,6.9,0.8,3.3,0,0.1,11.8,310703,Walz-Allen,Miranda,,Miranda Walz-Allen,,,,,,,,,,,,,
NY24,2016,KINGSON ERIC R. MR.,Democratic Party,Challenger,306217.75,292733.67,8504.08,4960,279685.22,26532.53,3000,NY24,2016,715188,48.9,51.1,5.7,5.7,6.4,7.3,7.3,12.6,11.3,14.5,7.3,6.3,8.6,4.4,2.5,39.4,78.3,73,19.3,15.5,48.3,51.7,43.8,56.2,82.3,8.2,0.4,2.6,0,0.1,4.1,313716,Kingson,Eric,R. Mr.,Eric Kingson,,,,,,,,,,,,,
MD01,2016,IRETON JIM,Democratic Party,Challenger,73891.42,72867.56,1000,0,61198.13,2484.87,0,MD01,2016,728405,49.1,50.9,5.2,6.4,6,7,6.7,10.9,11.4,15.1,7.4,6.7,10.2,4.8,2.2,42.1,78.3,74.2,21.3,17.2,48.1,51.9,44.4,55.6,80.2,11.9,0.1,2.4,0,0.2,3.6,338413,Ireton,Jim,,Jim Ireton,,,,,,,,,,,,,
NC13,2016,BROCK ANDREW C,Republican Party,Challenger,128825,21325,7500,100000,110432.8,18392.2,100000,NC13,2016,772469,48.5,51.5,6.2,7.3,7.6,6.4,5.3,12,14.5,15.2,6.5,6,8,3.8,1.1,39,74.5,71.4,16.2,12.9,47.6,52.4,44.9,55.1,69.2,17.5,0.3,2.3,0.1,0.3,8.5,318240,Brock,Andrew,C,Andrew Brock,,,,,,,,,,,,,
NC13,2016,HOWARD JULIA CRAVEN,Republican Party,Challenger,63995,39495,22760,1740,60897.4,3097.6,0,NC13,2016,772469,48.5,51.5,6.2,7.3,7.6,6.4,5.3,12,14.5,15.2,6.5,6,8,3.8,1.1,39,74.5,71.4,16.2,12.9,47.6,52.4,44.9,55.1,69.2,17.5,0.3,2.3,0.1,0.3,8.5,318240,Howard,Julia,Craven,Julia Howard,,,,,,,,,,,,,
FL23,2016,ENDRISS DONALD,Other,Challenger,25000,0,0,25000,22200.93,2799.07,10000,FL23,2016,730033,48.7,51.3,5.8,5.4,6,5.8,5.9,12.6,14.3,15.9,6.3,5.8,8.7,5.1,2.5,41.2,79.2,75.8,19.7,16.3,48.1,51.9,43.9,56.1,43.6,11.1,0.2,3.2,0.1,0.4,40,379265,Endriss,Donald,,Donald Endriss,,,,,,,,,,,,,
LA03,2016,ELLISON GREGORY W LT COL,Republican Party,Open,262015,203995,3000,55020,30848.33,231166.67,55000,LA03,2016,777665,48.8,51.2,6.8,7.2,6.9,6.7,7.2,14.4,12.1,13,6.8,5.7,7.6,3.9,1.5,35.4,74.8,70.7,16.2,13,48.2,51.8,44.1,55.9,68,24.9,0.2,1.5,0,0.1,3.6,329317,Ellison,Gregory,W Lt Col,Gregory Ellison,,,,,,,,,,,,,
VA09,2016,GRIFFITH H MORGAN,Republican Party,Incumbent,636507.25,203933.25,430464,1800,559917.72,233281.44,0,VA09,2016,715465,49.8,50.2,4.5,5.2,5.4,7.4,8.2,11.4,11.7,13.7,6.9,7,10.7,5.6,2.3,42,81.2,75.5,22.6,18.6,49.3,50.7,44.3,55.7,89.7,5.7,0.3,1.1,0,0.1,2,342477,Griffith,H,Morgan,H Griffith,,,,,,,,,,,,,
HI02,2016,CHAN HODGES SHAY,Democratic Party,Challenger,3104,2994,0,110,147.25,2956.75,110,HI02,2016,712020,50.6,49.4,6.8,6.6,6.4,5.9,7.2,14.2,12.2,12.4,6.9,6.5,8.9,3.8,2.3,37.5,76.7,72.7,18.8,15,50.6,49.4,46.1,53.9,28.9,1.9,0.1,24.4,10.4,0.1,12.2,272110,Chan,Hodges,Shay,Hodges Chan,,,,,,,,,,,,,
GA12,2016,MCCRACKEN TRICIA CARPENTER,Democratic Party,Challenger,0,0,0,20646,10440,1662,0,GA12,2016,701628,49.3,50.7,6.5,6.5,6.8,8.2,8.2,13.8,12.1,12.7,6.1,6,7.9,3.9,1.5,35,76.3,70.6,16.7,13.2,49.1,50.9,42.4,57.6,55.4,35.3,0.2,1.7,0,0.3,5.7,294385,Mccracken,Tricia,Carpenter,Tricia Mccracken,,,,,,,,,,,,,
WA04,2016,NEWHOUSE DAN,Republican Party,Incumbent,848753.1,332225.5,495241.27,0,491602.92,381819.2,33791.17,WA04,2016,704219,50.5,49.5,8.1,7.9,8.4,7.2,7.3,12.7,12.2,12,5.7,5.6,7.8,3.6,1.5,33.6,71.1,67.1,16.3,12.9,50.1,49.9,46.8,53.2,55,1,2.3,1.5,0.1,0.1,38.1,260944,Newhouse,Dan,,Dan Newhouse,,,,,,,,,,,,,
GA09,2016,BROUN PAUL,Republican Party,Challenger,147419.96,90509.34,12588.62,43000,144548.26,2580.66,87000.32,GA09,2016,717371,49.2,50.8,5.5,7,7,6.7,6.5,11.2,12.9,13.2,6.3,6.3,10.6,5,1.6,39.7,76.4,72.4,21,17.2,48.6,51.4,46.2,53.8,77.5,7.2,0.2,1,0,0.2,12.5,320370,Broun,Paul,,Paul Broun,,,,,,,,,,,,,
MO05,2016,BURRIS MICHAEL CRAIG,Republican Party,Challenger,1100.02,1100,0,0,63.2,1338.65,1000,MO05,2016,758442,48.4,51.6,6.8,6.6,6.4,6.1,6.8,15.1,12.2,13.2,7.1,5.6,7.7,4.6,1.9,36.9,76.5,72.9,17.4,14.2,47.5,52.5,42,58,64,22,0.4,1.7,0.1,0.4,8.9,354606,Burris,Michael,Craig,Michael Burris,,,,,,,,,,,,,
NC09,2016,HARRIS MARK E,Republican Party,Challenger,179393.97,173300,3012.42,3081.55,177236.1,2157.87,0,NC09,2016,805960,48.2,51.8,6.4,7.2,7.7,6.6,4.7,12.9,15.6,15.1,6.6,5.2,7.3,3.3,1.3,38.3,74.3,71.2,14.9,12,47.1,52.9,43.1,56.9,71.6,12.3,0.3,4.5,0,0.2,8.5,326055,Harris,Mark,E,Mark Harris,,,,,,,,,,,,,
CA25,2016,THOMAS EVAN CHARLES,Democratic Party,Challenger,10530.18,5188.97,0,5141.21,12153.9,1423.08,1500,CA25,2016,718796,48.7,51.3,6.4,7.4,8.3,8,6.5,12.5,13.5,15,7.1,4.8,6.5,2.9,1.1,35.7,72.6,68.3,13.3,10.5,48.3,51.7,45.1,54.9,42.1,8,0.2,8.5,0.2,0.2,37.5,235325,Thomas,Evan,Charles,Evan Thomas,,,,,,,,,,,,,
NJ08,2016,DELGADO ELOY JAVIER MR.,Democratic Party,Challenger,14645.49,8385.49,0,6260,11047.49,3724.59,0,NJ08,2016,762249,50.7,49.3,7,5.7,5.3,5.6,7,20.5,15.4,13.4,5.4,4.5,5.7,3,1.4,34.4,78.6,74.9,12.7,10.1,50.2,49.8,42,58,24.8,8.5,0.1,9.5,0,1.2,54.9,304819,Delgado,Eloy,Javier Mr.,Eloy Delgado,,,,,,,,,,,,,
MS01,2016,MILLS MICHAEL P. JR,Republican Party,Open,181600,98100,1000,82500,181600,0,0,MS01,2016,760275,48.5,51.5,6,7,7.2,7.6,6.7,12.5,13.2,13,6.5,5.6,8.6,4.6,1.5,37.1,75.6,70.7,17.7,14.7,47.5,52.5,42.5,57.5,67.6,27.2,0.1,0.6,0,0.1,3,323162,Mills,Michael,P. Jr,Michael Mills,,,,,,,,,,,,,
NY12,2016,LINDNER PETE,Democratic Party,Challenger,4250,0,0,4000,16790.11,-12540.11,4000,NY12,2016,729253,47.5,52.5,4.8,3.3,2.8,3.6,6.5,28.1,15.2,11.1,5.7,4.8,7.6,4.6,1.9,35.5,87.6,84.7,16.7,14.1,46.8,53.2,41.3,58.7,65.1,4.4,0.2,13.2,0,0.6,14.2,420598,Lindner,Pete,,Pete Lindner,,,,,,,,,,,,,
FL18,2016,MOWERY TOD,Republican Party,Open,104265.51,98321.5,3000,1500,104265.51,0,0,FL18,2016,731704,48.1,51.9,4.6,5,5.3,5.4,4.9,10.6,11.3,14.2,7.5,6.9,12.5,8.2,3.6,47.2,81.6,78.7,28.5,24.2,47.9,52.1,44.9,55.1,68.8,12.6,0.1,1.8,0,0.1,14.9,366911,Mowery,Tod,,Tod Mowery,,,,,,,,,,,,,
IL01,2016,BROOKINS HOWARD B. JR.,Democratic Party,Challenger,202807.69,190918.61,11250,200,202807.69,0,0,IL01,2016,717741,47.2,52.8,5.9,6.1,6.6,7.5,7.3,13,12,13.8,7,6.1,8.2,4.4,2.1,38.1,76.8,72,18,14.6,45.8,54.2,39.8,60.2,36.1,50.9,0.1,1.6,0,0.2,9.9,304253,Brookins,Howard,B. Jr.,Howard Brookins,,,,,,,,,,,,,
CO07,2016,BAKER BRUCE,Republican Party,Challenger,1050,50,0,1000,1050,-161.99,0,CO07,2016,771211,50.1,49.9,6.4,6.5,6.6,6.2,6.8,15.4,13.3,13.6,6.3,6.1,7.2,3.8,1.6,36.3,76.6,73.1,16.3,12.6,49.6,50.4,43.9,56.1,64.5,1.4,0.7,3.4,0,0.1,27.9,300754,Baker,Bruce,,Bruce Baker,,,,,,,,,,,,,
OH08,2016,MATVEY JOSEPH,Republican Party,Open,2583,0,0,2583,2583,0,0,OH08,2016,722889,49.1,50.9,6.2,6.5,6.9,7.1,7.1,11.6,12.1,13.7,7.5,5.8,8.8,4.7,2,38.8,76.1,71.6,18.7,15.4,48.3,51.7,44.2,55.8,86.5,6.1,0.2,1.8,0.1,0.1,3.3,301411,Matvey,Joseph,,Joseph Matvey,,,,,,,,,,,,,
MN02,2016,GERSON DAVID ADAM,Republican Party,Challenger,260305.55,129327.85,1500,127972.59,157740.69,104361.45,275000,MN02,2016,689759,49.4,50.6,6.5,7.1,7.4,7,6.1,12.6,13.4,15.4,7,5.4,7.1,3.7,1.3,37.5,74.5,70.7,15.1,12.1,48.8,51.2,44.2,55.8,82.6,4.3,0.5,4.4,0,0.3,5.6,266439,Gerson,David,Adam,David Gerson,,,,,,,,,,,,,
CA17,2016,OLIVERIO PIERLUIGI,Democratic Party,Challenger,3052,0,0,3052,3052,0,0,CA17,2016,756995,49.9,50.1,7.1,6.4,6.2,5.2,5.3,17.6,16.4,13.6,5.9,4.7,6.5,3.5,1.4,36.3,76.9,74.1,14.1,11.5,49.9,50.1,44,56,25.4,2.6,0.2,52,0.4,0.2,16.1,260541,Oliverio,Pierluigi,,Pierluigi Oliverio,,,,,,,,,,,,,
MI01,2016,CASPERSON TOM,Republican Party,Open,373768.94,286462.4,53746,28000,237365.91,136769.63,43000,MI01,2016,703687,50.9,49.1,4.6,5.1,5.8,6.1,6.5,10.3,10.5,13.8,8.3,8,11.9,6.5,2.6,46,81,77,26,21,50.8,49.2,47.1,52.9,91.2,1.6,2.3,0.6,0,0.1,1.7,443848,Casperson,Tom,,Tom Casperson,,,,,,,,,,,,,
LA03,2016,RANTZ AUGUST J IV,Republican Party,Open,405847.66,154769.88,0,251072.78,6450.21,399397.45,269089.53,LA03,2016,777665,48.8,51.2,6.8,7.2,6.9,6.7,7.2,14.4,12.1,13,6.8,5.7,7.6,3.9,1.5,35.4,74.8,70.7,16.2,13,48.2,51.8,44.1,55.9,68,24.9,0.2,1.5,0,0.1,3.6,329317,Rantz,August,J Iv,August Rantz,,,,,,,,,,,,,
NC02,2016,BRANNON GREGORY,Republican Party,Challenger,116145.99,103065.96,0,0,115819.47,326.52,40826.59,NC02,2016,774723,49.7,50.3,7,7.4,7.3,6.2,6.6,13.6,13.6,13.7,6.2,4.9,8.1,3.7,1.6,36.4,74.4,70.7,16.4,13.4,48.8,51.2,42.7,57.3,65,16.5,0.8,4,0.1,0.1,10.9,322074,Brannon,Gregory,,Gregory Brannon,,,,,,,,,,,,,
CA30,2016,RAB AEJAZ (RAJI),Democratic Party,Challenger,133051,78001,0,55050,130574.92,2475.42,55000,CA30,2016,754331,49.7,50.3,5.8,5.6,5.1,5.8,7,14.8,14.4,14,6.7,6.1,7.8,4.6,2.3,39.2,80.1,76.4,18.1,14.6,49.2,50.8,43.6,56.4,52.1,5.2,0.3,12,0.2,0.3,26.9,290214,Rab,Aejaz,(Raji),Aejaz Rab,,,,,,,,,,,,,
FL01,2016,BYDLAK REBEKAH JOHANSEN MRS.,Republican Party,Open,141165.41,122815.41,18350,0,28326.93,112838.48,0,FL01,2016,743897,50.7,49.3,5.8,6.4,5.6,6.5,8,14,11.7,13.4,7.1,5.8,9.2,4.8,1.7,38.2,78.5,74.1,19.1,15.7,50.5,49.5,45.6,54.4,73.6,13.4,0.5,2.6,0.2,0.1,6.2,354090,Bydlak,Rebekah,Johansen Mrs.,Rebekah Bydlak,,,,,,,,,,,,,
CA21,2016,PARRA DANIEL,Democratic Party,Challenger,70790.36,55480.6,15300,0,64841.06,5949.3,7131.72,CA21,2016,712295,52.5,47.5,8.3,9.2,8.7,8,8.7,16,12.6,11.9,5.1,3.6,4.6,2.4,0.8,29.3,69,63.8,9.9,7.9,53.9,46.1,46.2,53.8,17.2,3.3,0.4,3.3,0.1,0.2,73.9,195325,Parra,Daniel,,Daniel Parra,,,,,,,,,,,,,
MN01,2016,HAGEDORN JAMES,Republican Party,Challenger,196132.46,161816.83,10000,18456.43,143476.44,54953.37,26833.71,MN01,2016,666946,49.7,50.3,6.3,6.6,6.5,6.7,7.1,12.9,11.5,13,7.2,6.1,8.2,5.1,2.8,38.5,76.8,72.2,19.7,16.1,49.5,50.5,44.2,55.8,86.7,2.9,0.2,2.6,0,0.1,6.2,285084,Hagedorn,James,,James Hagedorn,,,,,,,,,,,,,
FL20,2016,BONNERQ JAY ALAN,Republican Party,Challenger,6121.83,4032.95,0,88.88,8414.08,3052.69,0,FL20,2016,745656,48.6,51.4,6.7,6.7,6,5.9,7.7,14.7,12.9,13.4,6.5,5.6,7.5,4.3,2.3,36.6,77,73,17.1,14,48.1,51.9,42,58,22.8,51.3,0.2,2.2,0,0.3,21.5,295695,Bonnerq,Jay,Alan,Jay Bonnerq,,,,,,,,,,,,,
NC02,2016,ELLMERS RENEE JACISIN,Republican Party,Incumbent,1384921.69,282386.67,1087908.02,0,1431972.5,105094.84,21387.5,NC02,2016,774723,49.7,50.3,7,7.4,7.3,6.2,6.6,13.6,13.6,13.7,6.2,4.9,8.1,3.7,1.6,36.4,74.4,70.7,16.4,13.4,48.8,51.2,42.7,57.3,65,16.5,0.8,4,0.1,0.1,10.9,322074,Ellmers,Renee,Jacisin,Renee Ellmers,,,,,,,,,,,,,
TX06,2016,COZAD DAVID EDWIN,Democratic Party,Challenger,3245.23,2310.01,0,850,3608.25,0,3650,TX06,2016,737480,48.4,51.6,6.4,7.4,8.2,7.8,7.5,13,14,13.8,6.6,5,6.4,3,1,34.7,73,68.8,13.1,10.4,47.2,52.8,43.6,56.4,51.4,19.2,0.2,4.2,0.1,0.1,22.6,276650,Cozad,David,Edwin,David Cozad,,,,,,,,,,,,,
GA01,2016,CARTER EARL LEROY,Republican Party,Incumbent,949731.4,425965.1,514575,0,566552.06,602134.67,500000,GA01,2016,729328,49.3,50.7,7.1,6.6,6.9,6.5,8.1,14.8,12.3,12.8,6.4,5.3,7.9,3.6,1.5,35,75.8,71,16.3,13.1,48.5,51.5,43.3,56.7,59.5,29.3,0.5,2.1,0.1,0.2,6.2,314752,Carter,Earl,Leroy,Earl Carter,,,,,,,,,,,,,
NY18,2016,HIRD DIANA,Democratic Party,Challenger,26905.84,9405.84,0,10000,26905.84,0,0,NY18,2016,720115,49.9,50.1,5.7,6.4,7.2,7.6,7.3,10.7,12.4,15.6,7.2,5.8,8.2,4.2,1.8,39.6,76.3,71.4,17.4,14.2,49.4,50.6,44.4,55.6,69.2,9,0.2,3,0,0.2,16.5,273831,Hird,Diana,,Diana Hird,,,,,,,,,,,,,
WI08,2016,MCNULTY TERRY J MR.,Republican Party,Open,7192.06,6092.06,0,1100,7197.7,-2108.56,1000,WI08,2016,722755,49.8,50.2,5.8,6.4,6.8,6.5,5.9,12.2,12,15.1,7.3,6.5,8.7,4.6,2.1,40,76.8,73.4,19.4,15.4,49.5,50.5,45.3,54.7,87.7,1.2,2.3,2.2,0,0.1,4.9,343333,Mcnulty,Terry,J Mr.,Terry Mcnulty,,,,,,,,,,,,,
LA03,2016,GEYMANN BRETT F,Republican Party,Open,52100,52100,0,0,11919.98,40180.02,0,LA03,2016,777665,48.8,51.2,6.8,7.2,6.9,6.7,7.2,14.4,12.1,13,6.8,5.7,7.6,3.9,1.5,35.4,74.8,70.7,16.2,13,48.2,51.8,44.1,55.9,68,24.9,0.2,1.5,0,0.1,3.6,329317,Geymann,Brett,F,Brett Geymann,,,,,,,,,,,,,
AZ02,2016,MCSALLY MARTHA E. MS.,Republican Party,Incumbent,5068864.62,3825227.25,1001910,0,2972225.06,2565145.48,0,AZ02,2016,713036,49.7,50.3,5.8,5.6,5.7,5.8,7.9,12.4,11.3,12.3,6.6,6.9,11,6.1,2.5,40.9,79.3,75.5,23.6,19.6,49.2,50.8,45.2,54.8,61.9,3.3,1.1,3,0.2,0.1,27.6,345434,Mcsally,Martha,E. Ms.,Martha Mcsally,,,,,,,,,,,,,
CA46,2016,BRANDMAN JORDAN,Democratic Party,Open,121807.39,96356.24,150,25000,121957.39,0,0,CA46,2016,730783,50.8,49.2,7.7,7.1,7,8,8.9,16.5,14.1,12.8,5.1,4.1,5.2,2.5,1.1,31.6,73.6,68.4,11.2,8.8,50.9,49.1,44.3,55.7,17.2,1.3,0.1,12.9,0.2,0.1,66.8,193810,Brandman,Jordan,,Jordan Brandman,,,,,,,,,,,,,
NY18,2016,LANGE JOHN RICHARD,Republican Party,Challenger,39439.76,36959.06,550,1930.53,39439.76,0,0,NY18,2016,720115,49.9,50.1,5.7,6.4,7.2,7.6,7.3,10.7,12.4,15.6,7.2,5.8,8.2,4.2,1.8,39.6,76.3,71.4,17.4,14.2,49.4,50.6,44.4,55.6,69.2,9,0.2,3,0,0.2,16.5,273831,Lange,John,Richard,John Lange,,,,,,,,,,,,,
NY19,2016,BISHOP BOB,Republican Party,Open,36240,36190,0,0,33211.84,3028.16,54130.39,NY19,2016,708116,49.7,50.3,4.5,5.1,5.7,6.9,7.1,10.9,10.8,15.7,8,7.2,10.5,5.3,2.2,44.3,80.9,76.1,22.3,18,49.8,50.2,46.5,53.5,85.2,4.1,0,1.7,0,0.2,6.9,362881,Bishop,Bob,,Bob Bishop,,,,,,,,,,,,,
VA10,2016,BENNETT LUANN,Democratic Party,Challenger,1207309.77,984709.25,185943.09,26660.73,335479.5,871830.27,0,VA10,2016,802127,49.8,50.2,7,8,7.8,6.7,5.2,11.8,15.1,15.9,6.2,5.4,7.1,2.7,1.2,37.6,72.7,69.7,14.1,11,49.4,50.6,46.4,53.6,63.2,6.6,0.2,13.5,0.1,0.4,12.6,277560,Bennett,Luann,,Luann Bennett,,,,,,,,,,,,,
